name1,image1,name2,image2,ff_sgpn_gfp_gan_magface,ff_gpen_gfp_gan_magface,ff_gpen_sgpn_magface,ff_all_magface,ff_sgpn_gfp_gan_adaface,ff_gpen_gfp_gan_adaface,ff_gpen_sgpn_adaface,ff_all_adaface,ff_sgpn_gfp_gan_arcface,ff_gpen_gfp_gan_arcface,ff_gpen_sgpn_arcface,ff_all_arcface
Laurent_Gbagbo,2,Laurent_Gbagbo,1,0.4019765301081237,0.3874936828317848,0.4299398171757245,0.4072291683808893,0.3389552284204845,0.442972941957375,0.3607063742255688,0.3803608952863429,0.5411351026272293,0.556090085497416,0.5666051937553253,0.5545684527242671
Mary_Landrieu,1,Mary_Landrieu,2,0.1765077094285282,0.2138529914527726,0.1669134437606234,0.1852361682469273,0.1474959906638002,0.2544005576500198,0.1252037356870788,0.1737414377002796,0.2576060748222222,0.5189357806526065,0.305538006001431,0.3607194994481809
Damon_van_Dam,1,Damon_van_Dam,2,0.3292174802095464,0.1805987362216262,0.312198616396026,0.2793813057506952,0.2979250500328435,0.1607793185625095,0.2549486498291826,0.2390575221881568,0.5455687430607118,0.3691444946500919,0.4590667468776045,0.458844404687736
Lily_Tomlin,2,Lily_Tomlin,1,0.3847130065898937,0.4509544314075416,0.3603911885994429,0.3951937561441271,0.2983615278528204,0.3355601190922314,0.2600745686139588,0.2960441334705073,0.426957482424629,0.5133881179402072,0.4066685396065417,0.4470364746657538
David_Nalbandian,13,David_Nalbandian,6,0.2058899653644272,0.2264533939477376,0.1539349801008573,0.1932845401580732,0.1055525950718452,0.1781674283363923,0.09717898032744,0.1256205540148486,0.2988331142922105,0.3901984811721287,0.2444545445401117,0.3097738693570363
Sophia_Loren,3,Sophia_Loren,6,0.1551106041830706,0.1917775479425341,0.1637332377240164,0.1701697484219274,0.1527163963842764,0.3070566638702942,0.1568853802152378,0.2052408229108271,0.1696398608860719,0.3110101779509314,0.2515110110498345,0.2440950177144704
Lenny_Wilkens,1,Lenny_Wilkens,3,0.1337634336209688,0.1317288243183313,0.1173348246868873,0.1269757720809013,0.1399175892614719,0.0692118204077078,-0.0008164846310587,0.070480381875681,0.2462790616612175,0.3196416045702053,0.2332899490459569,0.2687216366145142
Arlen_Specter,3,Arlen_Specter,1,0.2242759024239736,0.2475603074967038,0.2323867069154872,0.2300284301502598,0.2153017940308837,0.2742780110187831,0.2228067454720984,0.2357496114480518,0.2426914287040028,0.2744049406289554,0.3326308537045584,0.2822579485216865
Steven_Spielberg,3,Steven_Spielberg,6,0.2831132907710258,0.2474916750329219,0.3151771044436711,0.2845031202784925,0.1884172672918622,0.1426210816010825,0.2186444841566946,0.1828992979739208,0.3056336704561458,0.3250083462698256,0.3803376201582605,0.3365215541678368
Nicole_Kidman,10,Nicole_Kidman,19,0.0925845436243913,0.1809384823817443,0.1612677720767148,0.1436429490882018,0.0960455052117181,0.1793978565156878,0.1438942894136202,0.1388876493250487,0.1483920528906306,0.1807095066306913,0.1834732811568034,0.1717841055503114
Allyson_Felix,4,Allyson_Felix,2,0.283789488319057,0.3712493518879537,0.3186830546906737,0.3268319783024138,0.2093233257527765,0.2930197747787246,0.2288485921010767,0.2432419127550598,0.207025235071274,0.2752066540645188,0.1547627689981482,0.2152802504283911
William_Donaldson,1,William_Donaldson,2,0.3119645795627713,0.0887872458944969,0.1968346519068063,0.2062858349142291,0.2756842855272268,0.1301425737754131,0.1727778867293307,0.1923222484828524,0.4188539683089386,0.328821725858959,0.3823206426540259,0.3778007856155926
Jackie_Chan,2,Jackie_Chan,8,0.2651237767494793,0.4031317251013322,0.2390768606679973,0.3022954858819424,0.2334147608213874,0.4219034408857968,0.2362000661975067,0.2990805762866649,0.3821508197948594,0.4702183241307109,0.3523623177330848,0.4014491672554224
Salma_Hayek,3,Salma_Hayek,9,0.2356348207244637,0.334791549878063,0.2340040248812167,0.2598345206339661,0.237192947217378,0.4034291688970879,0.2884637387660409,0.3069292458978588,0.3279134065213567,0.4958061925634716,0.3376786023525367,0.3835604977178056
Franz_Muentefering,1,Franz_Muentefering,4,0.0997185424508164,0.0309516401357237,0.0668460095395969,0.0695048779104909,0.1395998048612687,0.1241307676144851,0.105279061413255,0.1231296927930832,0.0933450568747432,-0.0037997831441696,0.1610374243072667,0.0831800937657437
Dean_Barkley,3,Dean_Barkley,4,0.3089659478447175,0.4758625991495412,0.24101220386727,0.3371628179492163,0.3365967525046018,0.4118717876618789,0.2176495977687738,0.323175103238719,0.4363366458794323,0.6374159294759197,0.3624232116315204,0.4806496203089976
Munir_Akram,1,Munir_Akram,2,0.2964651781176626,0.3686019828668371,0.3012540952722126,0.3197599242351272,0.272253497381699,0.382115030923929,0.2492957616707164,0.3030901147306248,0.5779680462563029,0.5941934932158369,0.5502086220981663,0.573675423747862
Jiri_Novak,2,Jiri_Novak,8,0.2894209033744841,0.363895943845875,0.3084240045709242,0.321049486689774,0.2117124163499702,0.3453643772928884,0.2341763745331542,0.2632557989349456,0.3985682473678113,0.5533685554986941,0.34737161904025,0.4342185574379396
Larry_Thompson,1,Larry_Thompson,4,0.179766060534297,0.4801273728744892,0.4202586075078731,0.3629831444784232,0.233487403535478,0.4729778005926118,0.34503995486034,0.3499975877304551,0.1977064748408433,0.3879986657271355,0.305032795083796,0.3025525919964414
Michael_Sullivan,2,Michael_Sullivan,1,0.2129862340494911,0.2397363382941516,0.1357342921458756,0.1948644943580593,0.2206234562431659,0.2951803024595994,0.2242143042186518,0.2474122168114665,0.2847722991983016,0.4177429347244484,0.275296582311363,0.3245643557555053
Grady_Irvin_Jr,2,Grady_Irvin_Jr,1,0.510971687003696,0.5754542160038765,0.4838164471440739,0.5210187719622533,0.4628358620046522,0.5448506195651672,0.45607144050632,0.4884669281731137,0.6631829786231676,0.653439895476399,0.5863863430628626,0.6331808954495408
Derek_Jeter,1,Derek_Jeter,3,0.2496093883817532,0.0875291437070695,0.30601805719271,0.2277917660773629,0.1689026853681853,0.0863869860092876,0.184364710016615,0.1482303285618053,0.2870101510870282,0.1115149451003018,0.3171617648411532,0.2400994749989131
Mohamed_Benaissa,1,Mohamed_Benaissa,2,0.1033002701214628,0.2304101714263692,0.1381152726015219,0.1561521399110155,0.1739390340487287,0.2499382590406882,0.150124631304612,0.1915038524914657,0.1633944027771988,0.3939205057098283,0.17996243468766,0.2500943122736412
Jolanta_Kwasniewski,2,Jolanta_Kwasniewski,1,0.2053537388626889,0.366902388614667,0.1592245004035792,0.2386278807022457,0.1707109233089454,0.2966578880214481,0.1222281979855665,0.1937130955460762,0.2148254252087353,0.3901717955415463,0.214507184284611,0.2707320575510882
Jon_Corzine,2,Jon_Corzine,3,0.2401460257087298,0.3220848092729417,0.2216620329338647,0.2606629505603467,0.1675223950146944,0.24243546705333,0.1568999844184624,0.188382479360907,0.2196165867481399,0.4302820746913351,0.2660937201625318,0.3002622257807906
Rick_Dinse,3,Rick_Dinse,2,0.278933557607062,0.3654446514446656,0.34308758049944,0.3291459730918715,0.240005284255649,0.2489505495513783,0.1901330676243738,0.2270199780448109,0.2946964662393683,0.2986161509907427,0.2404346385338513,0.2778080093224416
Kristin_Davis,2,Kristin_Davis,1,0.3614696138429486,0.1606587480401113,0.3369520147935176,0.2999147733333325,0.2159146227419936,0.1127977398341189,0.2671289994349245,0.2004538731874214,0.4569268557433567,0.3050674155348521,0.5190551580169734,0.4287366937196148
Kofi_Annan,30,Kofi_Annan,28,0.2188798652948738,0.25986693802899,0.0790700044433153,0.1839690252123325,0.2024342987584178,0.2368441264181134,0.1255843458776012,0.1876574862227023,0.3596634781996212,0.4348500842563695,0.2678617375019632,0.3580778367239416
Gray_Davis,24,Gray_Davis,17,0.204498792033186,0.2204748176926939,0.2837839977975662,0.2372516254520614,0.2312747885967399,0.2913362895233202,0.2487351956577975,0.2562542660354818,0.4485705901926598,0.4409972557408615,0.4900628434251544,0.4602680878653674
Gray_Davis,11,Gray_Davis,9,0.3035360493603366,0.3688981357963937,0.3133698428992009,0.3269370796312169,0.268568805951463,0.2641814502262762,0.2434039648100925,0.2584660051701367,0.5503724334583814,0.5358364765721393,0.4834824694377036,0.5229074834180816
Hugo_Chavez,31,Hugo_Chavez,64,0.3273466023267426,0.5581285142562353,0.3904103035721693,0.426165405827956,0.3692318662143618,0.5445311492297331,0.3720407349680439,0.431968602057116,0.3392892775308901,0.6755485259068933,0.3002586628753537,0.4425571835887447
Tim_Allen,2,Tim_Allen,1,0.5057854771137741,0.1926292507113083,0.4565810356140793,0.3930388196227207,0.4635505235120408,0.2048786411584865,0.3950202582308816,0.3547736917844847,0.5621489950109906,0.2521578976652167,0.4951972544384447,0.4414689637454442
Ethan_Hawke,1,Ethan_Hawke,3,0.1120553989555904,-0.0443541344082042,0.1051742691889505,0.0697739686334475,0.0774435023516345,0.0505240915171853,0.0906928536374139,0.0735561598404761,0.1489188207969908,-0.0970413510362249,0.1736328226005631,0.0808125238029211
Aaron_Peirsol,1,Aaron_Peirsol,2,0.3656547148172388,0.5631097325665163,0.385815250278624,0.4372068631776828,0.3748201544956078,0.5495860431262367,0.3860427922494148,0.4368723719293164,0.5566419703249748,0.6811635502256828,0.5299813088104589,0.5832424484768879
Mike_Krzyzewski,6,Mike_Krzyzewski,2,0.5612930662685935,0.3904760903515639,0.5278150699802129,0.5037842862096865,0.4330720866770708,0.3871481526547438,0.4029288972766581,0.4075376097077243,0.6567967079855799,0.5375227891483272,0.596991013045003,0.5969287966098142
Kirk_Johnson,1,Kirk_Johnson,2,0.3088842812292705,0.3783408348886898,0.3056058371343814,0.3220327196540375,0.2647714855926421,0.3314462683141859,0.2792256543517135,0.2905377870670917,0.4761553920208259,0.4746627128863819,0.4182246770888167,0.4546508951294561
Allen_Iverson,2,Allen_Iverson,1,0.3283256671427177,0.5879878619829878,0.3441318404450013,0.4134565488830458,0.3300688790529211,0.6197558994568512,0.3312249751276242,0.4268603114665246,0.3989209439595288,0.6542067809120162,0.3876044641200853,0.4720023369529852
Mukesh_Ambani,3,Mukesh_Ambani,1,0.1452332340617729,0.0504591758906571,0.1977657209185202,0.140468093823114,0.2049356975733912,0.0940036281227045,0.1576045081167366,0.1572963648145763,0.3067434307335347,0.0863242715239507,0.2446748362075382,0.2251030738601331
Nick_Nolte,3,Nick_Nolte,4,0.2289440285336618,0.1754162592627164,0.2952348248852523,0.2331358786895207,0.1550761123988416,0.1577089081887121,0.2176657681602826,0.176116558871995,0.2264326717487356,0.2160481677812924,0.2538902967051347,0.2307414042816731
Tommy_Thompson,7,Tommy_Thompson,8,0.2322266467421202,0.3777446956781067,0.279026933600539,0.2936361087189219,0.254909906398312,0.4375794957797704,0.2446584171078138,0.3114681980620146,0.3223753859052335,0.4680800043701334,0.2407443514568532,0.3401186372279959
Tomoko_Hagiwara,1,Tomoko_Hagiwara,2,0.278546508690625,0.2980293154172064,0.275248747673604,0.2824911518389339,0.1344957468926347,0.2550863965598252,0.1476119753444898,0.179526629424318,0.3668026812958321,0.4362688156740348,0.3296805421230999,0.3794172086052377
Zico,2,Zico,1,0.2747433073136628,0.3026473250043916,0.2240403724773824,0.2646338656252172,0.3426998995960326,0.3698323450615344,0.2833833408941232,0.3324014426915112,0.3819942299664319,0.5852948231953443,0.3221432142570836,0.4283001080097486
Robbie_Fowler,2,Robbie_Fowler,1,0.4771159246443012,0.4461142037416466,0.4382986365150814,0.4534125752583787,0.4714125245779371,0.4436904732629292,0.4554224271850988,0.4569913496521064,0.6261438638435575,0.564895792241244,0.5736552185403038,0.58891549450353
Jiri_Novak,1,Jiri_Novak,2,0.3015949499844141,0.4735186061135776,0.3021880275157248,0.3616474088155135,0.2153755340744145,0.4480431139178268,0.2544950702343552,0.3082508426458238,0.3937393802569173,0.6067063740145772,0.3258024344574717,0.4449004080152427
Zarai_Toledo,1,Zarai_Toledo,2,0.3156105568445573,0.3209150546938228,0.3580683370814992,0.3320323781208595,0.2825783567006369,0.3243155439854895,0.2443628627213423,0.2833385732843655,0.4315603823833809,0.3709524988201502,0.4140590017896958,0.4056200469474957
Gunter_Pleuger,5,Gunter_Pleuger,1,0.2626042760489704,0.2915964925376342,0.338332813483052,0.2971560483911667,0.326108609985453,0.3308908989251839,0.3615327778995125,0.3397733625565964,0.4061224108732179,0.4476786157921054,0.4971169491556054,0.4513666703925251
Juan_Carlos_Ferrero,23,Juan_Carlos_Ferrero,14,0.1468781168044593,0.0921582949927859,0.2012752367581077,0.1498211317672921,0.0913204267960764,0.1105961789904817,0.1033444701714458,0.1011807469253605,0.3432896993993316,0.2922852372203837,0.4043768407982513,0.3455013017371753
Don_Siegelman,3,Don_Siegelman,1,0.4106970530686022,0.3705523881995901,0.4337178406115536,0.407432375005701,0.3670298919447097,0.3358229247377032,0.3444412837947536,0.348879273436527,0.500805788451173,0.4654904340183683,0.4906280623181219,0.4851531607526628
Pedro_Almodovar,4,Pedro_Almodovar,5,0.2804955939887453,0.3795969709157867,0.2423041103196173,0.2996848713386864,0.2345060691625861,0.3381966412875577,0.1957700479494507,0.2548374203038663,0.3634392436718429,0.5566668558842018,0.4230473783982887,0.4475352296307129
Marcelo_Salas,3,Marcelo_Salas,1,0.1774031716491913,0.2272955491980826,0.198289699005472,0.199973058482834,0.1425581219538331,0.2349676533983269,0.1348689251897616,0.1702191219333952,0.3025070214580144,0.3570651147086418,0.3051153499854261,0.3212201041633806
Bob_Huggins,4,Bob_Huggins,2,0.2108257951832487,0.3383738356055015,0.1359587601607327,0.2245144565273767,0.1548966596936906,0.2620068727949736,0.1181860799416754,0.1795720503082234,0.299258321528583,0.4850001462853689,0.2739581896270121,0.352017409867673
Kobe_Bryant,3,Kobe_Bryant,2,0.09966503086249,0.1037121074116472,0.1171027805472781,0.1073961260284071,0.1327417220493875,0.1154734341316159,0.0718512330980632,0.1065463072143727,0.2382367236495905,0.2065439750516151,0.1931302048020267,0.2135301821901466
Rafael_Ramirez,2,Rafael_Ramirez,1,0.523076868741303,0.3614220647142567,0.4896799758386875,0.4672935924974262,0.5290259712259984,0.4301595059357254,0.4693480858380284,0.4750725687096191,0.6768325805373645,0.5215214173917719,0.6066778391228923,0.6024779881992139
Amer_al-Saadi,1,Amer_al-Saadi,4,0.089516295826943,0.102895249185836,0.1649130558138033,0.123115200303335,0.1516584453552672,0.2793004220446038,0.1047993790795641,0.1748919839596508,0.1708701801294739,0.1602291221545708,0.3153609206591444,0.2174184747862308
Mahmoud_Abbas,1,Mahmoud_Abbas,24,0.2901918195422298,0.4123663705143076,0.2705578716467353,0.3235054897290407,0.2920444786046,0.3378839326046157,0.2017929251583044,0.2760432594051452,0.2085665038383923,0.4885987548517572,0.2030458754466198,0.3040121952192943
Hermann_Maier,2,Hermann_Maier,1,0.065525666543202,0.1247325152182525,0.0777827776884214,0.0837742723555336,0.0628871542021141,0.0416727490413112,0.0102479890462522,0.0371938553303298,0.2574057555044817,0.29100153132569,0.0607586821036783,0.2039010082695714
Vaclav_Havel,7,Vaclav_Havel,3,0.3083439615067501,0.1924504653529241,0.2600151828637166,0.2555558715972129,0.1976945541774775,0.1377957191411028,0.177459429169367,0.1710931046574044,0.3726966016359931,0.3369508398645106,0.369877205875933,0.3601116002636748
Bill_Paxton,4,Bill_Paxton,3,0.130445441813599,-0.0247262606859637,0.1177414170221206,0.0806596129540978,0.0902951902572056,0.0417171909334695,0.0900611448804543,0.0742265635645456,0.2085133859060138,0.058198529864336,0.3470326406536664,0.2036564617491011
Rick_Romley,2,Rick_Romley,3,0.246074603819079,0.3304052652664609,0.2792027397500835,0.2853752303094472,0.1996529509354242,0.385965226756896,0.2249369860899282,0.2688793569609836,0.488331968035038,0.5989795259978458,0.5176849893456005,0.5333085848729496
David_Beckham,5,David_Beckham,10,0.2106448214199217,0.2278579826509503,0.2217277290208602,0.2189472267853837,0.1018395238272174,0.1272855923851575,0.1802005270333931,0.1361683507610991,0.1949663169747503,0.123020813855421,0.257903098151324,0.1896693230938596
Job_Cohen,2,Job_Cohen,1,0.3989813777986489,0.7048035874570325,0.5044942991409584,0.5324999078911188,0.4261971396660696,0.7115230237785439,0.435458880033178,0.5282433996674833,0.5620334363124257,0.7343216843884592,0.529582312413853,0.6101846136897876
Tubby_Smith,3,Tubby_Smith,2,0.2486902861613003,0.3053141375656976,0.1876685466980088,0.242901884598305,0.2205546912239652,0.3288207534073341,0.1480511621132251,0.2320344415162285,0.3094195819276816,0.4506318109384133,0.243932134787962,0.3340052952355055
John_Paul_II,3,John_Paul_II,10,0.3308264438839918,0.5101524478899081,0.338057962725823,0.3909263562814266,0.3536386306986985,0.5098881135413353,0.332750563551476,0.3987931269398811,0.5399007896853788,0.6615121777594134,0.5096395044258718,0.5713631448645465
Franz_Fischler,1,Franz_Fischler,3,0.3963176945441736,0.522771332947322,0.3300018473099476,0.4111456172468761,0.4149273280928087,0.5296245607541916,0.325758090559203,0.423194256898553,0.5032560073126203,0.6273893456114165,0.4668127730146764,0.5321879008215296
Elena_Bovina,2,Elena_Bovina,1,0.1891133921148083,0.1732034127543847,0.232643511204877,0.2003026744180916,0.1791595705959333,0.195943666145085,0.1763143209237302,0.1833139143646112,0.3813160899574453,0.2978105911086585,0.3063706785895074,0.329799770055566
David_Wells,7,David_Wells,6,0.2736551281333288,0.2463111787795764,0.2853098275090219,0.2696547200561524,0.1780887477746053,0.2643525826772007,0.1233875096402324,0.1867620710268639,0.4241026030070234,0.4393445316687369,0.4644241846812974,0.4409497093252539
Michael_Bloomberg,9,Michael_Bloomberg,8,0.2385904932455991,0.2915991262004333,0.211408907946471,0.2462094464426894,0.2957516929052914,0.3125883608221286,0.3087398684700442,0.3057111706867891,0.4322631908607147,0.4577193513418495,0.4276861552556803,0.4380125483033516
Nancy_Demme,2,Nancy_Demme,1,0.2446213455468798,0.2523542906021771,0.2136025879782415,0.2357581118315973,0.2059447845750545,0.2415311143349703,0.2266474660052211,0.2247380660052639,0.3115822670232432,0.3372004673554248,0.3977947488894355,0.3487757818781347
Stephen_Daldry,1,Stephen_Daldry,2,0.2434237650149062,0.061502364425323,0.2150579495402066,0.1792734512353042,0.2155232317851751,0.0703822452672372,0.1281096258442439,0.1383557279261737,0.4443610635118538,0.2749481966125754,0.3396732946323959,0.3538249351248333
Larry_Bowa,1,Larry_Bowa,2,0.3161968329919055,0.337735051027608,0.3185156297659819,0.3238856998596143,0.3098422887001646,0.3881360230559176,0.3090201123504737,0.3355090053165457,0.4027043449548677,0.4635855749989066,0.4409458399584546,0.4353201464013683
George_Tenet,1,George_Tenet,2,0.4853633172611976,0.4236205980066712,0.4453401820385764,0.4525926471185562,0.3752295779072969,0.3802284662771252,0.3714617068311482,0.375632612027229,0.5756303509965855,0.5124108485048119,0.5208021525532295,0.536157866173823
Tony_Blair,88,Tony_Blair,7,0.552045474977452,0.5441035964512879,0.4868016428240848,0.5261972076687983,0.4526840239926556,0.4662010103883355,0.4170039824745117,0.4458923580370795,0.641840016034109,0.6115648916734561,0.5466379150913726,0.5987983327974566
Roberto_Carlos,4,Roberto_Carlos,1,0.3417895901649007,0.4955803375755836,0.301444431549998,0.3803566551260861,0.2597593308176473,0.4129534768637733,0.2133459808993202,0.2944448671591865,0.4271259345245391,0.6298197693465858,0.4079567429363103,0.4880330490307318
Cesar_Gaviria,4,Cesar_Gaviria,2,0.2934308703616209,0.2940898182767955,0.2493331891645692,0.2781720157371419,0.1661488476368842,0.1394611456952801,0.1137726774995539,0.1399397638876186,0.4086181419398411,0.3684725827599894,0.3656408747278736,0.38154301958646
Donald_Fehr,4,Donald_Fehr,2,0.2301866857383368,0.2851261585158917,0.2589462153726617,0.2582044364906389,0.183707490937263,0.2516267159622865,0.1642516539896709,0.1991513608662788,0.3759621831769814,0.4419174575203551,0.3494365168116294,0.3890636444976006
Hal_Gehman,2,Hal_Gehman,1,0.0916273335798509,0.1215918470465957,0.0770544380227417,0.0965117198925055,0.0893698268430256,0.1938658379782426,0.1631442749468362,0.1498640971011571,0.1133873933681169,0.0498752980624875,0.0972765545974822,0.0857810882041294
Carolyn_Dawn_Johnson,1,Carolyn_Dawn_Johnson,2,0.237840371279993,0.3519124090841431,0.1909430146330267,0.2567662086711247,0.2260186971192536,0.3130392945235272,0.1307133236728745,0.2204319908362182,0.3329974019299222,0.5283249034097882,0.2646562530048367,0.3721151773216942
Zinedine_Zidane,3,Zinedine_Zidane,4,0.2352654101126836,0.2666982060110222,0.2404941885907752,0.2461240156430914,0.1721398843953059,0.2374009417711393,0.2280516765980453,0.2119957320848999,0.4000625936352824,0.4686826354650783,0.4699672065855371,0.4453370395147559
Steffi_Graf,3,Steffi_Graf,2,0.3475659912567319,0.4574471499010455,0.3437740242749623,0.375541554178988,0.3466780979776466,0.4773952874651382,0.3093117056595971,0.3765986887459056,0.5712439441324025,0.6120122463267096,0.5052947561849996,0.5623686883220805
Anna_Kournikova,1,Anna_Kournikova,9,0.0866925525315374,0.0128250459987823,0.0504395366032682,0.0506989397940099,0.0457863306851626,0.0046326501021567,0.0330962067388516,0.0282253648160647,0.1100379181337559,-0.1063164738646287,0.0799794312419378,0.0308559083279982
Eve_Pelletier,1,Eve_Pelletier,2,0.4263128836050613,0.3489645606930054,0.346408497518588,0.3727979647463963,0.267722492872495,0.2609411727368822,0.2584903071779543,0.262300343112149,0.5405437292782552,0.4942805107152713,0.5451079183343837,0.5268649384559384
Jason_Kidd,10,Jason_Kidd,5,0.039979541922581,0.0732846398271353,0.0718390365255867,0.0627296184379506,0.0659938360063483,0.049662577999156,0.1082046521078039,0.0766774818710553,0.1082528874351746,0.0678178190353441,0.1221131055495709,0.1001950357866583
Junichiro_Koizumi,58,Junichiro_Koizumi,51,0.4583285305167435,0.4120211051684065,0.4372375671155898,0.4360782585374537,0.4620722874122656,0.4732733947393627,0.4313395733885042,0.4556265974637493,0.5384699839413497,0.4638155798271314,0.5267650716278722,0.5104636945126078
Gary_Doer,2,Gary_Doer,3,0.2642174404307477,0.4790712290509356,0.227248155369077,0.3146531210988566,0.2642890378765087,0.3775284396525951,0.1707762799647353,0.267518709587922,0.3552867959828714,0.5718313064957017,0.3741192893835414,0.4286929528718932
Reese_Witherspoon,1,Reese_Witherspoon,3,0.1926406707021555,0.3580820720771542,0.2239993929805115,0.2635991049888083,0.1996666303798961,0.2997126995213022,0.1698615599357602,0.2238783368702462,0.2016487628389432,0.4580255693409734,0.1426545536446471,0.2725657363614793
Debra_Messing,2,Debra_Messing,1,0.1361836645029637,0.057960190444309,0.0453455294800962,0.0748763172078571,0.0770329739909162,0.1735940638106629,0.0597687112377573,0.1027933115977157,0.1840195787814085,0.2718719617830434,0.1390844821965297,0.1966936173826903
Clare_Short,4,Clare_Short,2,0.3816302697543909,0.2698191304893618,0.3757181944756848,0.3450919854062942,0.3338100247193029,0.2160533119842878,0.2944728601633204,0.2805697032751884,0.5868791228665093,0.5147781894464845,0.6183739156605133,0.5723375958948004
Emma_Thompson,1,Emma_Thompson,3,0.1374577608191013,0.3482825355359036,0.1860090611469373,0.218691212040485,0.1826288502212318,0.2967784666551197,0.202782673521311,0.2284631488885583,0.4164295607598607,0.4587469943295939,0.3338712450936228,0.4020850239472739
Isabella_Rossellini,3,Isabella_Rossellini,2,0.3604303835545215,0.5230632353448593,0.3446194247796268,0.3976198301821947,0.3588541974999142,0.5916817887897252,0.3769675275509073,0.4390366032111641,0.46887899013386,0.6787849137244588,0.5207997352715744,0.5490664139998067
Sila_Calderon,4,Sila_Calderon,2,0.1992748309679662,0.2414710991083921,0.1557861174854893,0.1973542281370043,0.0820053516125829,0.2081803197475145,0.1510071124380097,0.1473769789002299,0.3861004140434259,0.4410109090058449,0.419541818405417,0.4149853770205076
Robert_Bullock,1,Robert_Bullock,2,0.3570263587372256,0.320970782188282,0.3587707237888944,0.3450737955898639,0.3918219552419071,0.3250409062890367,0.3595171771692928,0.3593220122705758,0.5636420562682448,0.522838440019077,0.5416040726772119,0.542958089653196
Richard_Virenque,5,Richard_Virenque,3,0.4716425666458759,0.3824149700735771,0.3808046383996243,0.4120244469831143,0.4708341224382564,0.3552785153027806,0.311294417639705,0.3808249932737076,0.5386786138170496,0.4021252039176971,0.3753502795637327,0.4424583801638425
Wayne_Ferreira,5,Wayne_Ferreira,3,0.2141519891095625,0.2169571263810476,0.2019517795248644,0.2107420251295268,0.1638426263687634,0.1518083813201688,0.1421821716029095,0.1524144694826401,0.3500797992501442,0.3027712699552076,0.3607592521380957,0.3385656928963479
Gabriel_Batistuta,2,Gabriel_Batistuta,1,0.1289115390692017,0.166554925935185,0.0900892430784151,0.1279970767849506,0.1271572169600641,0.1480285167591813,0.0946355055890427,0.1225569623355339,0.237891223619349,0.3254781925565941,0.1856962189676188,0.2493375384889526
Abdoulaye_Wade,1,Abdoulaye_Wade,4,0.3247903085627013,0.2542957942743647,0.2972938901387137,0.2942993627175322,0.3056081923236687,0.20402928759616,0.1706109889569615,0.2307887519320809,0.3701962646070841,0.1823318599221872,0.2340867219161462,0.2680073704600891
Tim_Chapman,2,Tim_Chapman,1,0.2412732807822045,0.2222335343406603,0.24185107660658,0.2332510863865053,0.2993657576695517,0.0979335287271767,0.248434490789373,0.2254776683991413,0.2441573941517182,0.0557741162943225,0.2944864815008813,0.2034684144737119
Daryl_Hannah,1,Daryl_Hannah,2,0.1485935590899142,0.2357500787562541,0.1303809131190511,0.1657831781935282,0.195556458765222,0.2511789026979659,0.1946726626993546,0.2126649789922864,0.4393880416180517,0.3754875284827612,0.3474151558651613,0.3875462110558026
Adolfo_Aguilar_Zinser,1,Adolfo_Aguilar_Zinser,2,0.2071825362638342,0.3229951508933569,0.3762438063771643,0.3043136353320753,0.1316620982151135,0.3024092439185674,0.350418101219611,0.2648576913830204,0.3925672135290676,0.4204872544416633,0.6074230519142102,0.4822656579420559
Carolina_Kluft,2,Carolina_Kluft,1,0.2985729318060576,0.2660756419572078,0.2668264049989093,0.2769931280659762,0.2288016583256498,0.182937939079049,0.1813995198388709,0.1974072686601827,0.4288427691847413,0.4483448833796157,0.3910521151928874,0.4229869374672048
Jake_Gyllenhaal,5,Jake_Gyllenhaal,3,0.2070839504620661,0.216289589786649,0.1696894633403338,0.1963980097497152,0.134100395017172,0.1842925362793313,0.1545459359911582,0.1579861261607108,0.1060246909397891,0.2202853484088534,0.1198360499818189,0.1498321794751246
Johnny_Carson,2,Johnny_Carson,1,0.1173360695267544,0.2042132903489973,0.1087767384164761,0.1403405237155537,0.2112955777402674,0.3615338559228966,0.2159925042201023,0.2608127917962791,0.2886480713608334,0.5081371731475871,0.354350524952323,0.3841026325883156
Wayne_Gretzky,3,Wayne_Gretzky,2,0.3458137565538604,0.2807054049023019,0.3500025661878,0.3314374318087175,0.292102371974459,0.2424769371077098,0.2877445246310723,0.2744014163059958,0.5288488311136763,0.5166055217755346,0.561711945970826,0.534943756084762
Tony_Blair,133,Tony_Blair,32,0.3172057895521362,0.1930232756637638,0.3475292694390008,0.2919746438545812,0.2455681478968596,0.143103336825842,0.2965809572464325,0.2268494573887618,0.3523216708369378,0.2202924616542914,0.4217367135699584,0.3332558495464046
Vojislav_Kostunica,6,Vojislav_Kostunica,1,0.2690753089971475,0.1893968639704522,0.2458996386469258,0.235963223139624,0.2364937714212039,0.1824951714834217,0.1780497997473153,0.1985022961270375,0.3078819917751768,0.2708572654054582,0.2884801367236724,0.2887071631690623
Lili_Taylor,1,Lili_Taylor,2,0.0682384123802936,0.169908782288189,0.1213391225273431,0.1206513710948179,0.0649481533325601,0.1106256147487357,0.0891478282165661,0.0882174110601024,0.1126811851733726,0.1520787749717286,0.0562374945530991,0.1070830673922477
